slang,formal
opostrop,apostrof
apotik,apotek
arbiter,arbitrer
aritmatika,aritmetika
arkheolog,arkeolog
arkheologi,arkeologi
artifak,artefak
ashar,asar
azas,asas
azaz,asas
azasi,asasi
aseli,asli
astaghfirullah,astagfirullah
astronot,astronaut
asik,asyik
atheis,ateis
atret,ateret
atlit,atlet
atmosfir,atmosfer
atmosphere,atmosfer
audiens,audiensi
aditorium,auditorium
oditorium,auditorium
auliya,aulia
otentik,autentik
otobiografi,autobiografi
otodidak,autodidak
otopsi,autopsi
alpokat,avokad
alpukat,avokad
azhab,azab
adzan,azan
ajimat,azimat
bahwasannya,bahwasanya
baqa,baka
bakmie,bakmi
bakpau,bakpao
baso,bakso
bale,balai
balance,balans
baligh,balig
balsem,balsam
bandrol,banderol
bapakda,bapanda
bapaknda,bapanda
babtis,baptis
bergajul,bargajul
barigade,barikade
brigade,barikade
barzah,barzakh
berjanji,barzanj
batalyon,batalion
batere,baterai
baterei,baterai
batre,baterai
bathil,batil
bathin,batin
bhayangkara,bayangkara
bazaar,bazar
bedug,beduk
bergadang,begadang
bh,beha
weker,beker
blacu,belacu
blantika,belantika
beludru,beledu
bloon,beloon
binatu,benatu
bengap,bengep
bengkoang,bengkuang
bengkowang,bengkuang
bensol,benzol
birahi,berahi
brandal,berandal
brengsek,berengsek
ketemu,bertemu
berpetualang,bertualang
berserta,beserta
berterbangan,beterbangan
berternak,beternak
brewok,bewok
beaya,biaya
bienale,bienial
biennale,bienial
bhiku,biksu
bilyar,biliar
bilyun,biliun
biosfir,biosfer
bisep,biseps
gulabit,bitgula
belangko,blangko
blanko,blangko
belender,blender
blokir,blokade
bombon,bobon
bowling,boling
balpoin,bolpoin
bolpen,bolpoin
bolpoint,bolpoin
polpen,bolpoin
bonafid,bonafide
bur,bor
braile,braille
bromocorah,bramacorah
brangkas,brankas
breidel,bredel
bridel,bredel
brilyan,brilian
brokad,brokat
bronkitis,bronkhitis
bhuana,buana
budeg,budek
budget,bujet
boulevard,bulevar
bumiputera,bumiputra
bemper,bumper
bungalow,bungalo
bangker,bungker
bongkok,bungkuk
bis,bus
busyet,buset
biarpet,byarpet
cabay,cabai
cabe,cabai
cacad,cacat
cedal,cadel
cemilan,camilan
capek,capai
cap cai,capcai
cicak,cecak
cidera,cedera
clurit,celurit
celos,celus
cendikia,cendekia
cendikiawan,cendekiawan
cinderamata,cenderamata
cengkram,cengkeram
cengkrama,cengkerama
cengkeh,cengkih
ceret,cerek
ceritera,cerita
cingcong,cincong
coklat,cokelat
combro,comro
daptar,daftar
da'i,dai
da’i,dai
dhoif,daif
dajjal,dajal
da’wah,dakwah
dumping,damping
dharma,darma
debet,debit
debitur,debitor
debetur,debitur
degub,degup
dekoratip,dekoratif
dekrit,dekret
deodorant,deodoran
depolitisir,depolitisasi
depo,depot
deputy,deputi
design,desain
disain,desain
disainer,desainer
diserse,desersi
disersi,desersi
diskripsi,deskripsi
detel,detail
detil,detail
detektip,detektif
deterjen,detergen
defiasi,deviasi
diantaranya,di antaranya
dimana,di mana
dimanapun,di mana pun
disini,di sini
diagnosa,diagnosis
diagnose,diagnosis
degresi,digresi
dealer,diler
dipungkiri,dimungkiri
dioda,diode
disco,disko
diskotik,diskotek
despenser,dispenser
destilasi,distilasi
ditambahin,ditambahkan
deviden,dividen
do'a,doa
dollar,dolar
domain,domein
donatur,donator
dopping,doping
draft,draf
dramatisir,dramatisasi
dramben,drumben
drum band,drumben
dhu'afa,duafa
dhuafa,duafa
dhuha,duha
duren,durian
dos,dus
email,e-mail
imel,e-mail
efektip,efektif
efektive,efektif
epektif,efektif
epektip,efektif
efektifitas,efektivitas
eksim,eksem
exim,eksem
eksebisi,ekshibisi
eksibisi,ekshibisi
eksem,eksim
eksport,ekspor
export,ekspor
extra,ekstra
ekstrim,ekstrem
extrim,ekstrem
ekstrovert,ekstrover
ekwivalen,ekuivalen
equivalen,ekuivalen
elektroda,elektrode
elip,elips
elit,elite
mas,emas
hembus,embus
hempas,empas
mpu,empu
eneg,enek
engine,enjin
ansambel,ensambel
ensiklopedia,ensiklopedi
hentak,entak
episod,episode
ephos,epos
essai,esai
essay,esai
esen,esens
esense,esens
sekuadron,eskadron
ethanol,etanol
faqih,fakih
faksimil,faksimile
faksimili,faksimile
facsimil,faksimili
faximil,faksimili
familiar,familier
farmakop,farmakope
faseh,fasih
feminim,feminin
ferri,feri
fery,feri
filosof,filsuf
filsof,filsuf
finish,finis
fitoksoit,fitotoksoid
plat,flat
plet,flat
phobi,fobi
phobia,fobia
polio,folio
foklor,folklor
pondasi,fondasi
formil,formal
photo,foto
foto copy,fotokopi
foto kopi,fotokopi
photo copy,fotokopi
photo kopi,fotokopi
fotosintesa,fotosintesis
fotosintetis,fotosintesis
frase,frasa
frasa,frase
frekwensi,frekuensi
frigit,frigid
fron,front
frustasi,frustrasi
furniture,furnitur
ghaib,gaib
ghoib,gaib
galaktose,galaktosa
galery,galeri
galleri,galeri
gamma,game
gono-gini,gana-gini
gandewo,gandewa
gendewa,gandewa
gep,gap
garebeg,garebek
grebeg,garebek
gasal,gazal
geyser,geiser
gladi,geladi
geladi resik,geladi bersih
gladibersih,geladi bersih
belepot,gelepot
berlepotan,gelepotan
glondong,gelondong
jembel,gembel
geneaologi,genealogi
geneologi,genealogi
jenius,genius
genteng,genting
grebek,gerebek
greget,gereget
gerejani,gerejawi
grendel,gerendel
gerobag,gerobak
grogol,gerogol
gelo,gila
gip,gips
gisi,gizi
geladi,gladi
glamour,glamor
glukoma,glaukoma
glosary,glosarium
glukose,glukosa
ongseng,gongseng
oseng-oseng,gongseng
horden,gorden
hordeng,gorden
korden,gorden
gria,griya
gross,gros
goa,gua
gubug,gubuk
gudek,gudeg
goncang,guncang
grameh,gurami
gurameh,gurami
guyub,guyup
hadist,hadis
hapal,hafal
hakekat,hakikat
hal-ihwal,hal-hal
honocoroko,hanacaraka
handaitaulan,handaitulan
harafiah,harfiah
hektar,hektare
herbivora,herbivor
hetrogen,heterogen
hybrida,hibrida
hidrolis,hidraulis
hirarki,hierarki
hiroglif,hieroglif
higiena,higiene
hygiene,higiene
hymne,himne
hipermetri,hipermetropia
hipotik,hipotek
hipotesa,hipotesis
hipovitaminose,hipovitaminosis
hobby,hobi
holistic,holistis
holistik,holistis
horison,horizon
ibtidaiyah,ibtidaiah
iddah,idah
idial,ideal
idiil,ideal
idiologi,ideologi
ikhwal,ihwal
ijasah,ijazah
izajah,ijazah
ijma’,ijmak
ihlas,ikhlas
iklas,ikhlas
i’tibar,iktibar
itikad,iktikad
i’tikaf,iktikaf
illusi,ilusi
imajinasi,imaginasi
himbau,imbau
himpit,impit
import,impor
indra,indera
indera,indra
influensa,influenza
influinza,influenza
infra merah,inframerah
inpus,infus
hingar,ingar
hingar-bingar,ingar-bingar
income,inkam
ingkarsunah sunah,inkarsunah
inkar sunah,inkarsunah
incognito,inkognito
innalillahiwa innalillahi roji’un,innalillahi wa innalillahi rajiun
insyaf,insaf
inzet,inset
instink,insting
intelejensi,intelegensi
intelegensi,inteligensi
intel,intelijen
inteligen,intelijen
inten,intens
interest,interes
inter kontinental,interkontinental
intercontinental,interkontinental
intermezo,intermeso
internist,internis
interograsi,interogasi
interplasi,interpelasi
interprestasi,interpretasi
intrupsi,interupsi
interospeksi,introspeksi
introvert,introver
inventarisir,inventarisasi
ionosfir,ionosfer
iradah,iradat
irodah,iradat
irasionil,irasional
irrasional,irasional
hisap,isap
isra’,israk
istighfar,istigfar
istinja’,istinjak
isteri,istri
ijin,izin
jadual,jadwal
jaduwal,jadwal
jagad,jagat
jahiliyah,jahiliah
jahil,jail
jejer,jajar
jaelangkung,jalangkung
jailangkung,jalangkung
jemaah,jamaah
jemaat,jamaah
jarik,jarit
jumawa,jemawa
jenasah,jenazah
genius,jenius
zarafah,jerapah
zerafah,jerapah
jerembap,jerembab
jerembab,jerembap
jerigen,jeriken
jeep,jip
jep,jip
jizim,jisim
jogging,joging
joint,join
jomblo,jomlo
jor-joran,jorjoran
jadah,juadah
jubilum,jubileum
yudikatif,judikatif
yudisial,judisial
yudo,judo
jiujitsu,jujitsu
yuyitsu,jujitsu
yunior,junior
jungtur,junktur
yurisdiksi,jurisdiksi
jus,juz
kaca mata,kacamata
kecoak,kacoak
qodariyah,kadariah
qodi,kadi
kaffah,kafah
cafetaria,kafetaria
kaedah,kaidah
kakak tua,kakaktua
kakatua,kakaktua
kekawin,kakawin
kaabah,kakbah
ka’bah,kakbah
qalam,kalam
qolam,kalam
qolbu,kalbu
kaleidioskop,kaleidoskop
kalkarim,kalkarium
qomat,kamat
kameraman,kamerawan
kameramen,kamerawan
kamuplase,kamuflase
qona’ah,kanaah
kangguru,kanguru
kangker,kanker
kantung,kantong
kerapan,karapan
kerawitan,karawitan
kaburasi,karburasi
kaburator,karburator
kerdus,kardus
karir,karier
kharisma,karisma
kharismatik,karismatik
kurnia,karunia
qasidah,kasidah
qosidah,kasidah
kasep,kasip
kastil,kastel
kesturi,kasturi
katalepsia,katalepsi
katalisa,katalisis
ketapel,katapel
katagori,kategori
kataketis,katekis
cathering,katering
katring,katering
katoda,katode
khaul,kaul
kaos,kaus
kahyangan,kayangan
khayangan,kayangan
kemana,ke mana
kadaluarsa,kedaluwarsa
kadaluwarsa,kedaluwarsa
kedaluarsa,kedaluwarsa
kedele,kedelai
kerdip,kedip
kecibeling,kejibeling
keji beling,kejibeling
klar,kelar
kelakatu,kelekatu
klemak-klemek,kelemak-kelemek
kelenger,kelengar
klenger,kelengar
klengkeng,kelengkeng
klenik,kelenik
klop,kelop
kloter,keloter
kluwak,keluak
kluwih,keluih
kamboja,kemboja
menyan,kemenyan
kempes,kempis
kendor,kendur
knop,kenop
gepok,kepok
kram,keram
kramat,keramat
kremi,keremi
kresek,keresek
kretek,keretek
kerjasama,kerja sama
krucil,kerucil
kesumah,kesuma
kusuma,kesuma
kutilang,ketilang
khutbah,khotbah
kyai,kiai
kilo watt,kilowatt
club,klab
kelep,klep
kleptomani,kleptomania
clash,kles
clien,klien
chlor,klor
klorofil,kloropil
closet,kloset
kenalpot,knalpot
kenop,knop
koboy,koboi
cockpit,kokpit
cocktail,koktail
kulintang,kolintang
kolomnis,kolumnis
komersil,komersial
komoditi,komoditas
komplit,komplet
kumplit,komplet
komfirmasi,konfirmasi
kongkow,kongko
konggres,kongres
kongkret,konkret
kongkrit,konkret
konkrit,konkret
konsekwen,konsekuen
kontinyu,kontinu
koordinir,koordinasi
kopor,koper
koor,kor
korp,korps
konsleting,korsleting
kusen,kosen
kosmonot,kosmonaut
kreatip,kreatif
kreatifitas,kreativitas
kridit,kredit
kerol,krol
cru,kru
krew,kru
kwaci,kuaci
kwalitas,kualitas
kwalitet,kualitas
kwantitas,kuantitas
kwartal,kuartal
kocar-kacir,kucar-kacir
kwitangsi,kuitansi
kwitansi,kuitansi
kumpul kebo,kumpul kerbau
cumulus,kumulus
kuno,kuna
kung fu,kungfu
qunut,kunut
kwota,kuota
korma,kurma
laba-laba,labah-labah
lapal,lafal
rapal,lafal
dhohir,lahir
zahir,lahir
zohir,lahir
la'nat,laknat
lamtorogung,lamtaragung
lasykar,laskar
levender,lavendel
lajim,lazim
lasim,lazim
ledeng,leding
legalisir,legalisasi
legenda,legende
almari,lemari
lembab,lembap
leukimia,leukemia
liver,lever
laveransir,leveransir
limfe,limfa
limpha,limpa
linier,linear
literal,litoral
loby,lobi
lokalisir,lokalisasi
long march,longmars
longmarch,longmars
lotere,lotre
luwak,luak
lobang,lubang
lux,luks
lontang-lantung,luntang-lantung
dosin,lusin
dozen,lusin
losin,lusin
ma'af,maaf
ma’af,maaf
mabok,mabuk
madukoro,madukara
mafum,mafhum
ma’fum,mafhum
maag,mag
mahnet,magnet
maghrib,magrib
mahardhika,mahardika
maesa,mahesa
mahfudz,mahfuz
maisena,maizena
makcomblang,mak comblang
maqam,makam
maqom,makam
makdum,makhdum
mahluk,makhluk
ma’rifat,makrifat
makro ekonomi,makroekonomi
ma’ruf,makruf
mala praktek,malapraktik
mala-praktek,malapraktik
malpraktek,malapraktik
malpraktik,malapraktik
mampet,mampat
manager,manajer
mendem,mandam
mandeg,mandek
manekin,maneken
mangkok,mangkuk
mantab,mantap
mantera,mantra
manuskrif,manuskrip
marathon,maraton
margarine,margarin
marjinal,marginal
mesjid,masjid
mas kawin,maskawin
masal,massal
mashur,masyhur
mentari,matahari
matematik,matematika
madzab,mazhab
mbalelo,mbalela
mebeler,mebel
mass media,media massa
mega ton,megaton
mega watt,megawatt
melody,melodi
menyuci,mencuci
menterapkan,menerapkan
menterjemahkan,menerjemahkan
mentertawakan,menertawakan
monopause,menopause
ketimun,mentimun
timun,mentimun
menthol,mentol
mencolok,menyolok
merk,merek
meram,merem
merkurokrum,merkurokrom
mess,mes
mustika,mestika
methanol,metanol
materai,meterai
metrei,meterai
metoda,metode
mie,mi
migren,migrain
mi’raj,mikraj
mikroba,mikrobe
mikro ekonomi,mikroekonomi
mill ampere,miliampere
milyar,miliar
milyader,miliarder
milyoner,miliuner
milyuner,miliuner
miyop,miop
miopi,miopia
missi,misi
mithos,mitos
mobilisir,mobilisasi
moderen,modern
monarkhi,monarki
monotheis,monoteis
monotype,monotipe
montage,montase
moril,moral
mozaik,mosaik
moto,motto
muamalah,muamalat
asal-muasal,muasal
muadzin,muazin
mubaligh,mubalig
mubalighoh,mubaligat
muqaddimah,mukadimah
muqadimah,mukadimah
mu'jizat,mukjizat
mukjijat,mukjizat
mu’jizat,mukjizat
multi fungsi,multifungsi
mummi,mumi
mucikari,muncikari
pungkir,mungkir
mursid,mursyid
sebab-musabab,musabab
musyafir,musafir
mushala,musala
musholah,musala
musholla,musala
musium,museum
musim penghujan,musim hujan
nahas,naas
nahkoda,nakhoda
nakoda,nakhoda
nenas,nanas
nafas,napas
narkotika,narkotik
nasehat,nasihat
nadar,nazar
nadzar,nazar
negatip,negatif
negoisasi,negosiasi
neko-neko,neka-neka
neo-kolonialisme,neokolonialisme
netting,neting
netto,neto
netralisir,netralisasi
nipas,nifas
ni'mat,nikmat
nina bobo,ninabobo
nomaden,nomad
nomer,nomor
non indonesia,non-indonesia
non aktif,nonaktif
non-aktif,nonaktif
nonsen,nonsens
notulen,notula
obyek,objek
obyektif,objektif
omset,omzet
oplet,opelet
orangtua,orang tua
orange,oranye
organisir,organisasi
orisinil,orisinal
orchestra,orkestra
orkhestra,orkestra
osmosis,osmose
otto,oto
autobiografi,otobiografi
automatic,otomatis
automatis,otomatis
pacet,pacat
padri,paderi
faham,paham
palem,palm
famplet,pamflet
pamfelet,pamflet
panu,panau
panca indra,pancaindera
panitra,panitera
pangkreas,pankreas
paradox,paradoks
paramedik,paramedis
parasit,parasut
paragoge,parogog
pasca panen,pascapanen
pasca-panen,pascapanen
pas foto,pasfoto
pas photo,pasfoto
fasip,pasif
pasip,pasif
pasive,pasif
pasport,paspor
patent,paten
pateri,patri
patriakat,patriarkat
patrilinial,patrilineal
paviliyun,paviliun
pavilyun,paviliun
padepokan,pedepokan
perduli,peduli
pelaminan,pelamin
plesetan,pelesetan
plesir,pelesir
pleton,peleton
peliara,pelihara
piara,pelihara
plintir,pelintir
plonco,pelonco
plontos,pelontos
pirsawan,pemirsa
empek-empek,pempek
penasehat,penasihat
pendopo,pendapa
panembahan,penembahan
pengrajin,perajin
piranti,peranti
petay,petai
pete,petai
piyama,piama
fihak,pihak
fikir,pikir
popular,populer
porcelain,porselen
porselain,porselen
praktek,praktik
proklamir,proklamasi
profinsi,provinsi
propinsi,provinsi
project,proyek
projek,proyek
putera,putra
qori,qari
qoriah,qariah
radio aktif,radioaktif
raka'at,rakaat
raka’at,rakaat
reka'at,rakaat
rekaat,rakaat
romo,rama
rangking,ranking
rengking,ranking
rangsel,ransel
ranzel,ransel
raport,rapor
rapot,rapor
rapor,rapot
rasialist,rasialis
rasionil,rasional
rajia,razia
rasia,razia
riil,real
realisir,realisasi
rekruit,rekrut
rilai,relai
rile,relai
relif,relief
reumatik,rematik
rembug,rembuk
renaisan,renaisans
renaisance,renaisans
reptil,reptilia
reservoir,reservoar
respon,respons
restauran,restoran
restaurant,restoran
resum,resume
rejeki,rezeki
rizki,rezeki
rizqi,rezeki
regim,rezim
rejim,rezim
ridho,rida
real,riil
resiko,risiko
ritme,ritma
ritsluiting,ritsleting
rezeki,rizki
riski,rizki
rocker,roker
romusha,romusa
rong-rong,rongrong
ronsen,rontgen
roboh,rubuh
roh,ruh
rohaniawan,ruhaniwan
ruku’,rukuk
route,rute
shaf,saf
syah,sah
sobat,sahabat
syahdu,sahdu
sokhib,sahib
sa’i,sai
sanjak,sajak
saka guru guru,sakaguru
soko guru,sakaguru
sokoguru,sakaguru
sakharin,sakarin
saklar,sakelar
seksama,saksama
shalat,salat
sholat,salat
sambel,sambal
shampo,sampo
shampoo,sampo
sanawiyah,sanawiah
tsanawiyah,sanawiah
sendal,sandal
senggama,sanggama
sanksi,sangsi
sangsi,sanksi
sapta pesona,saptapesona
sarap,saraf
syaraf,saraf
syarap,saraf
saparila,sarsaparila
sate,satai
satire,satir
saos,saus
sodakoh,sedekah
sodaqoh,sedekah
sedia kala,sediakala
seign,sein
sen,sein
sign,sein
sejarahwan,sejarawan
sekedar,sekadar
skop,sekop
sekertaris,sekretaris
sekering,sekring
sex,seks
seksuil,seksual
sekterian,sektarian
sekta,sekte
sekuler,sekular
slendro,selendro
salesma,selesma
selulose,selulosa
samadi,semadi
semedi,semadi
sembrono,sembrana
semanda,semenda
senopati,senapati
sangkalan,sengkalan
sinse,sengse
centigram,sentigram
sentimentil,sentimental
centimeter,sentimeter
sentausa,sentosa
central,sentral
sentra,sentral
sepakbor,sepatbor
spakbor,sepatbor
spakbort,sepatbor
sepre,seprai
seprei,seprai
sprai,seprai
spor,sepur
spur,sepur
sere,serai
sereh,serai
sorban,serban
serba aneka,serbaneka
serba neka,serbaneka
sariawan,seriawan
srigala,serigala
sertipikat,sertifikat
seruni,serunai
service,servis
stagen,setagen
tagen,setagen
syaiton,setan
syetan,setan
stip,setip
stir,setir
seterika,setrika
strip,setrip
seyogyanya,seyogianya
sping,sfing
spink,sfing
spinx,sfing
siapapun,siapa pun
syiar,siar
syi’ar,siar
siphilis,sifilis
sipilis,sifilis
cigaret,sigaret
silaturohmi,silaturahmi
silaturrahmi,silaturahmi
selinder,silinder
slinder,silinder
simple,simpel
sinagog,sinagoge
sindrome,sindrom
senikdok,sinekdoke
sinkope,sinkop
sense,sinse
sintesa,sintesis
sintese,sintesis
sintesis,sintetis
sirine,sirene
sirup,sirop
sirop,sirup
syrup,sirup
sistim,sistem
system,sistem
sky,ski
sekolastik,skolastik
skholastik,skolastik
score,skor
sekor,skor
skore,skor
sekores,skors
sekors,skors
skorsing,skors
slank,slang
sleng,slang
slenk,slang
smash,smes
sudet,sodet
sofball,sofbal
softball,sofbal
solenoid,solenoide
sambrero,sombrero
sopmberero,sombrero
soup,sop
sup,sop
supir,sopir
sosio drama,sosiodrama
spagetti,spageti
spagheti,spageti
sepanduk,spanduk
sepesial,spesial
special,spesial
sepesies,spesies
species,spesies
sepionase,spionase
spirituil,spiritual
sepiritus,spiritus
sepirtus,spiritus
spritus,spiritus
speedboat,spitbot
speedbot,spitbot
sepon,spons
spon,spons
sprint,sprin
sreg,srek
stand,stan
standard,standar
standart,standar
standarisasi,standardisasi
setansa,stanza
stansa,stanza
stater,starter
stereotipe,stereotip
sticker,stiker
stock,stok
toples,stoples
stratejik,strategis
setriker,striker
stricker,striker
strawberi,stroberi
strawberry,stroberi
strawbery,stroberi
strok,stroke
foto studio,studio foto
sub bab,subbab
sub bagian,subbagian
subyek,subjek
sub kontraktor,subkontraktor
subsidair,subsider
subtansi,substansi
subtitusi,substitusi
sub tropik,subtropik
sub unit,subunit
suka cita,sukacita
seruling,suling
sunnah,sunah
sundel,sundal
sop,sup
superman,supermen
saplemen,suplemen
suplement,suplemen
supermasi,supremasi
surat,surah
sorga,surga
syurga,surga
survai,survei
survay,survei
surve,survei
survey,survei
susastera,susastra
sutra,sutera
souvenir,suvenir
swa sembada,swasembada
suiter,sweter
sempoa,swipoa
sipoa,swipoa
syafa’at,syafaat
sahadat,syahadat
sahid,syahid
syahit,syahid
sahwat,syahwat
syareat,syariat
syarekat,syarikat
she,syekh
syeikh,syekh
sirik,syirik
shogun,syogun
syubat,syubhat
syubkhat,syubhat
suhada,syuhada
sukur,syukur
sur,syur
ta’ala,taala
tabligh,tablig
tahiyat,tahiat
tahta,takhta
taxi,taksi
taqwa,takwa
takjim,takzim
ta’zim,takzim
talek,talk
tamzil,tamsil
tangker,tanker
tauco,taoco
tauge,taoge
toge,taoge
tape,tapai
tapelak,taplak
thoriqoh,tarikat
thoriqot,tarikat
tarhim,tarkhim
tarkim,tarkhim
tataniaga,tata niaga
tatto,tato
thawaf,tawaf
tawakkal,tawakal
theater,teater
tekat,tekad
tehnik,teknik
tekhnik,teknik
tehnologi,teknologi
tekhnologi,teknologi
taulada,teladan
tauladan,teladan
toladan,teladan
terlanjur,telanjur
terlantar,telantar
terlentang,telentang
telefon,telepon
telephone,telepon
telfon,telepon
telpon,telepon
telor,telur
temugiring,temu giring
trenggiling,tenggiling
tentram,tenteram
theologi,teologi
teoritis,teoretis
tepa selira,tepaselira
tepo seliro,tepaselira
terpercaya,tepercaya
terperdaya,teperdaya
trampil,terampil
keburu,terburu
trengginas,terengginas
terimakasih,terima kasih
tripang,teripang
tritis,teritis
tromol,teromol
ketawa,tertawa
trubus,terubus
taruna,teruna
terong,terung
teruwelu,terwelu
truwelu,terwelu
tersina,terzina
test,tes
thesis,tesis
tes,test
tapi,tetapi
tipes,tifus
ticket,tiket
team,tim
tips,tip
type,tipe
tepekong,toapekong
toa pekong,toapekong
taubat,tobat
teke,tokek
tekek,tokek
tolerir,toleransi
tonel,tonil
topaz,topas
top hit,tophit
terpedo,torpedo
tradisionil,tradisional
trapo,trafo
trachome,trakom
trakhom,trakom
trans jakarta,trans-jakarta
tribun,tribune
trinale,trienale
trilyun,triliun
triplek,tripleks
triplex,tripleks
trophi,trofi
tropi,trofi
trofosfir,trofosfer
trotoir,trotoar
temenggung,tumenggung
tuna netra,tunanetra
tungro,tungra
tour,tur
turbo jet,turbojet
touris,turis
tournamen,turnamen
turnament,turnamen
tut,tuts
robah,ubah
rubah,ubah
obrak-abrik,ubrak-abrik
ujian ulangan,ujian ulang
ukhrowi,ukhrawi
okulele,ukulele
ultra modern,ultramodern
uneg-uneg,unek-unek
urin,urine
husada,usada
ustad,ustaz
ustadz,ustaz
ustadzah,ustazah
hutang,utang
fak,vak
faksinasi,vaksinasi
fakum,vakum
vacum,vakum
valentin,valentine
falid,valid
vampire,vampir
panili,vanili
vanilli,vanili
varitas,varietas
varices,varises
fas,vas
vaskuler,vaskular
vegetarian,vegetaris
vermaks,vermak
pernis,vernis
villa,vila
vignet,vinyet
jaman,zaman
zam-zam,zamzam
dzat,zat
dhuhur,zhuhur
lohor,zhuhur
zigote,zigot
zygot,zigot
zig-zag,zigzag
dzikir,zikir
jina,zina
zinah,zina
sitar,ziter
siter,ziter
zone,zona
dzuhur,zuhur
zhuhur,zuhur
atheisme,ateisme
brantas,berantas
bertanggungjawab,bertanggung jawab
berankas,brankas
debitor,debitur
dijit,digit
differensial,diferensial
drem,dram / drum
donator,donatur
ensiklopedi,ensiklopedia
giji,gizi
angus,hangus
herves,herpes
hetrografi,heterografi
history,histori
hatam,khatam/katam
kuatir,khawatir
client,klien
keliping,kliping
keloter,kloter
ne tralisir,netralisasi
selektifitas,selektivitas
wali kota,walikota
jogjakarta,yogyakarta
judikatif,yudikatif
judisial,yudisial
jurisdiksi,yurisdiksi
jamrud,zamrud
zigzag,zig-zag
rpp,rencana pelaksanaan pembelajaran
pjj,pembelajaran jarak jauh
lu,kamu
gue,aku
gua,aku
mksudny,maksudnya
beraaa,berasa
onlen,online
yoi,ya
yooii,ya
betulll,betul
yutub,youtube
twitt,twitter
gegara,gara-gara
donlot,mengunduh
otw,menuju
rakan2,rekan-rekan
mengharungi,mengarungi
fizikal,fisik
mangstap,mantap
mangat,semangat
sadgurl,perempuan
barbar,biadab
ajigggg,anjing
apaan,apa
mlooo,mulu
smt,semester
beritane,beritanya
nurut2,nurut-nurut
wa,whatsapp
mapel,mata pelajaran
bego,bodoh
kagak,tidak
kesel,kesal
bang,mas
tbtb,tiba-tiba
wasaf,wassap
offline,oflen
dasar2nya,dasar-dasar nya
walhasil,hasilnya
semuga,semoga
gaes,guys
babay,selamat tinggal
diruma,dirumah
anjai,anjing
samsek,sama sekali
ppt,slide presentasi
quiz,kuis
syalan,sialan
puyeng,pusing
receh,tidak menarik
quota,kouta
e learning,pembelajaran jarak jauh
mtk,matematika
ansos,anti sosial
yutup,youtube
masalh,masalah
game,permainan
ketrbtsn,keterbatasan
kayak,seperti
tjukup,cukup
stay,tinggal
ttng,tentang
ajg,anjing
sekolah2,sekolah sekolah
aing,saya
kea,seperti
demen,suka
f2f,tatap muka
lgsng,langsung
typo,salah penulisan
tak,tidak
miskom,salah komunikasi
mager,malas
mumet,pusing
@,di
afaik,as far as i know
ahaha,haha
ajep-ajep,dunia gemerlap
akika,aku
akkoh,aku
akuwh,aku
alay,norak
alow,halo
anjrit,anjing
anter,antar
ap2,apa-apa
apasih,apa sih
apes,sial
aps,apa
aquwh,aku
asbun,asal bunyi
aseekk,asyik
asekk,asyik
asem,asam
aspal,asli tetapi palsu
astul,asal tulis
au ah,tidak mau tahu
awak,saya
ay,sayang
b4,sebelum
bakalan,akan
bandes,bantuan desa
bangedh,banget
banpol,bantuan polisi
banpur,bantuan tempur
basbang,basi
bcanda,bercanda
bdg,bandung
begajulan,nakal
bencong,banci
bentar,sebentar
ber3,bertiga
beresin,membereskan
bete,bosan
bijimane,bagaimana
bintal,bimbingan mental
bkl,akan
bknnya,bukannya
blegug,bodoh
bnci,benci
bodor,lucu
bokap,ayah
bokis,bohong
boljug,boleh juga
bonek,bocah nekat
boyeh,boleh
bro,saudara laki-laki
bsen,bosan
btw,ngomong-ngomong
buaya,tidak setia
bubbu,tidur
bubu,tidur
bumil,ibu hamil
byrin,bayarkan
cabal,sabar
cadas,keren
calo,makelar
can,belum
capcus,pergi
caper,cari perhatian
ce,cewek
cekal,cegah tangkal
cemen,penakut
cengengesan,tertawa
chuyunk,sayang
cimeng,ganja
cipika cipiki,cium pipi kanan cium pipi kiri
ciyh,sih
ckepp,cakep
cmiiw,correct me if i'm wrong
cong,banci
conlok,cinta lokasi
cowwyy,maaf
cp,siapa
cpe,capek
cppe,capek
cuex,cuek
cumi,cuma miscall
cups,culun
curanmor,pencurian kendaraan bermotor
curcol,curahan hati colongan
dek,adik
deyh,deh
diancurin,dihancurkan
dimaafin,dimaafkan
dimintak,diminta
disono,di sana
dket,dekat
dkk,dan kawan-kawan
dll,dan lain-lain
dngn,dengan
dodol,bodoh
doku,uang
dongs,dong
drtd,dari tadi
dst,dan seterusnya
duh,aduh
ed,edisi
egp,emang gue pikirin
eke,aku
endak,tidak
enggak,tidak
envy,iri
ex,mantan
fax,facsimile
fifo,first in first out
folbek,follow back
fyi,sebagai informasi
gak papa,tidak apa-apa
gan,juragan
gaptek,gagap teknologi
gatek,gagap teknologi
gawe,kerja
gebetan,orang yang disuka
geje,tidak jelas
gepeng,gelandangan dan pengemis
ghiy,lagi
gino,gigi nongol
githu,gitu
gj,tidak jelas
goblok,bodoh
golput,golongan putih
gowes,mengayuh sepeda
gpny,tidak punya
gr,gara
gretongan,gratisan
guoblok,goblok
ha,tertawa
haha,tertawa
hallow,halo
hankam,pertahanan dan keamanan
hehe,he
hey,hai
hlm,halaman
hoax,isu bohong
hubdar,perhubungan darat
huff,mengeluh
hum,rumah
humz,rumah
